msno,city,registered_via,registration_init_time,expiration_date,genre_1,genre_2,genre_repeat_top1,genre_repeat_top2,lang1,lang2,lang_repeat_top1,lang_repeat_top2,artist_name1,artist_name2
3e3x+c7DUSImGhA1kf5B7zmiy8rnudpdilWYCqJSPd4=,12,4,20160629,20161213,465,458,11,465,3,52,3,52,林俊傑 (JJ Lin),周杰倫 (Jay Chou)
D8ytgc7rQ2YCinfJe+E1Wmjj3hwntfO6d/6Z/lIrrFg=,15,4,20151019,20180903,465,458,3,15,52,3,52,3,JOYCE JONATHAN,José González
vyiR6Xs/8W+J7emyxRIgnJ+lof5lnaALZBp7xMHbYN8=,4,3,20130209,20180918,465,458,102,921,3,10,3,24,江蕙 (Jody Jiang),G.E.M.鄧紫棋
T2THB2+gVp3Y4AVm8JGSj8PwhB217O1nIIbl33dCOLk=,22,3,20130204,20171211,465,458,465,2,3,52,3,-1,圈圈兒童 (Hoop Kids),五月天 (Mayday)
DOO6lQbxyp83XiAl0RIjd3lWff7WyZARGZcjwo5lrOY=,5,9,20130131,20171010,465,458,2,2157,3,-1,3,10,Various Artists,1986精選金曲-台語金榜(2)
28FUC+AikVgbboCtXlNw0xM7kO1gDZDfP5i76lw3HJk=,22,9,20060501,20171011,465,359,1152,1572,52,3,52,3,Melanie Martinez,The L Word: The Second Season
7U4C6IWY07IuvoUkc9xOmSOZuk0360QYPXtmSjF9qRE=,1,4,20161210,20170813,458,465,17,139,3,52,3,NA,五月天 (Mayday),田馥甄 (Hebe)
Q15ucaGpE26zBRPo/TXp8kOWCBuLsPtDlL/56pNgVMM=,1,4,20161125,20161202,465,,465,3,3,NA,3,NA,aMEI (張惠妹),蔡健雅 (Tanya Chua)
xVA/q8OBsM5RdgMdAzATO279rgEcV+UI1WJN7rG9uz8=,1,9,20150111,20170927,465,958,2,958,3,-1,3,-1,麋先生 (Mixer),陸上自衛隊中央音楽隊　指揮＝武田晃隊長
N7/tBFtZuQ8/lV9i2LhjRkxBhLixNcK+1nIMUI7GqGQ=,13,9,20120523,20170914,465,458,1,921,3,31,3,31,Girl's Day,AOA
YVSbzI5DHV8/Jhsd8DqkRlhYKccQaNbyuS7NZutBepc=,1,7,20150812,20170911,465,458,2,1,3,52,52,3,Ed Sheeran,丁噹 (Della)
YYhEhW3YzlzunHcpIqhbYEhD6ML9qBhSAI9EZ2FbPBI=,8,9,20100313,20170214,465,458,8,1259,3,52,3,52,玖壹壹,田馥甄 (Hebe)
cirryOpYYrDGI/MIe546QDSmQFvP9zMY6OuMSnBRpkQ=,22,4,20151226,20171019,465,458,1011,7,52,3,52,3,Various Artists,小男孩樂團 (Men Envy Children)
YkV+jb7NJW7kYKy+4ilrRG8mN1SdlWDHKGn5N2s4MXI=,8,9,20110612,20171030,465,458,458,691,3,52,3,52,五月天 (Mayday),周杰倫 (Jay Chou)
iFWU6Na0Mb5DHwv86AIOvGUIvaebeMA+BcIvad1az5o=,1,7,20160202,20170808,1609,465,15,359,52,-1,52,-1,Armin van Buuren,of Verona
WmvhzP8oS6k1Rbuh4EV30yiaTkB5YfEWUyHVQ0xVaTk=,13,9,20110907,20180123,458,465,2022,8,3,52,3,52,Eric 周興哲,五月天 (Mayday)
AOQPbJjNpzcFyRaXm9iLBIS92uI8qF6A0MrpE9Wbk8I=,13,3,20150503,20170914,465,458,1259,3,3,52,3,52,Various Artists,張震嶽
QSykumAsMTqsV+11z7X0YyC59u8Wh6RmXkvt0g7k/Lk=,1,4,20161117,20170609,444,465,23,444,31,3,31,3,EXO,NCT 127
a1KhXXWZEba3EfHY6l3KJ7sQvbMvJKqHCC8ri47saMA=,1,4,20160915,20160918,465,458,2,465,3,52,3,52,五月天 (Mayday),林俊傑 (JJ Lin)
qkyyGDYPyhRmVI2MCHL3urgOfwCbMuHUBBa3tZ3XmAA=,5,3,20120702,20171012,465,1609,1,12,52,3,52,3,Gym Class Heroes,Alan Walker
trNtYfU1XUeMJAm2EkDnto3zkzAROPwTvgRSCPOYTCw=,13,9,20110811,20170929,465,921,921,18,52,3,52,3,Hayao Miyazaki Best Music Box Collection,和風輕音樂
aIHx8p0MRXzwyKVAXf4q9tXQaOeI3dq20l+bM01VNSk=,22,3,20130705,20171007,465,444,458,22,31,3,31,3,iKON,BIGBANG
fRp1bUMKFZVmPava7t7GnHssgFxZ5L2eboxEuULimaA=,5,9,20130619,20170908,465,458,465,1259,3,52,3,52,楊丞琳 (Rainie Yang),催眠曲 Bedtime Songs Collective
LT7b7Ay19EwPiNU/6BbmLsBH/kLvsQQ1yCHawpCg9BQ=,1,7,20161104,20171004,465,458,2022,352,3,52,3,52,玖壹壹,羅志祥 (Show Lo)
8bUbUKnxbHrEz/o12XTPqUAl5i7yIMUo58Uy1BUNXJk=,1,4,20161018,20161229,465,458,465,1,3,52,3,52,Christopher,玖壹壹
cj94lQ8xKLyWPnVKFFx7Z97GrEomFdUGUGBMXW6xOOw=,1,9,20161216,20161219,465,458,4,2,3,NA,3,NA,張雨生 (Tom Chang),彭佳慧 (Julia Peng)
yfM1rDfDbkMc0DngwCBG+1rt+5Nk0HT2cnZvmUfz5Eo=,15,9,20101115,20170917,465,458,451,458,3,17,3,17,Lisa Ono (小野リサ),Namie Amuro (安室奈美恵)
5Mu83gCocwfAPVNSnEWIOq01q6BCwEFVhBSRzUlyclY=,22,7,20131211,20170614,465,458,36,458,3,52,52,3,A-Lin,Jannine Weigel
IvP95/J8zPlIJO+HPoJGSEzaDC03f9EIsTPg+czZYpA=,5,7,20140831,20170930,465,458,125,1609,3,52,3,52,Various Artists,畢書盡 (Bii)
ktyKon8Tbg1icHsqLVLo1Mi2WZg3iy5mX9mcN8Ws/5c=,15,9,20051014,20171028,786,,3,786,-1,NA,-1,NA,Various Artists,
1xAZy9gKovA2vPgIgnk4zRszEEUVshZUOYkBYNpz2F8=,1,7,20150824,20170911,465,458,1287,125,3,52,3,52,林宥嘉 (Yoga Lin),滅火器 (Fire EX.)
cdRMWrEG7X7FYo98V1CMCe+4i3K/CjblEU7q8dE/FMc=,1,7,20120117,20170916,465,458,3,6,52,31,3,31,Various Artists,Original Soundtrack
A5+mfp5hnNHCsuXXtJqMM/OHgMfXFDpO54JCHY5EDQA=,1,4,20161205,20161208,2157,458,1,444,10,3,3,10,曹雅雯,江蕙 (Jody Jiang)
60XU+dSSiiIkxYBxtXjKCa+5bZ8uepGJbOXqnP0DQcY=,1,7,20161206,20170105,465,2157,2157,1,10,3,10,NA,楊哲,翁立友
GNYSuJVpBEIrn4sjGRdWkAwMxQq25ohbooQiN+OAvJQ=,1,7,20110311,20171006,465,458,458,1,3,52,3,NA,蘇打綠 (Sodagreen),Various Artists
nL4GXOkBmd0yBZ0lqBD+e5l9mnqSRebMmjw1yu6xQpw=,5,3,20130204,20170916,465,921,444,1,3,52,52,3,Various Artists,Imagine Dragons
r7drhXic5MxVuWwPlKZzn/F3eRxaW5wb4p+vx9m1KSo=,13,9,20090531,20170930,465,458,2122,352,3,52,3,52,The Weeknd,田馥甄 (Hebe)
UAKR/0wupv5tLmNVQ4K9fisgdseOFveHs5ED+mGqmPM=,13,3,20121116,20170908,465,458,437,451,3,17,3,17,徐佳瑩 (Lala Hsu),林俊傑 (JJ Lin)
SzhSMe4BnhBgwfhy18ZinRoWBzGass7oLJ+grrMavu0=,18,7,20140227,20171025,465,458,1616,864,3,52,3,52,Various Artists,五月天 (Mayday)
Cl8P16z8caSytlzh8QgcUe4V0lZ0cd/ZLLbLLM1NZ8Y=,11,7,20100926,20161219,465,458,8,3,3,52,3,52,陳奕迅 (Eason Chan),The Rasmus
TZ4SbeXfsF1BED4g79hD//GZ4ciX/FoTPF703PJ9UsM=,15,3,20130218,20170611,465,458,451,444,3,52,3,52,BIGBANG,陳勢安 (Andrew Tan)
gYTFLJYfvvw1gnwC0+oTVHofoCSLuEDi7XNJ7HVXnpo=,22,9,20060508,20170925,465,1609,465,437,52,3,52,3,Armin van Buuren,田馥甄 (Hebe)
N2rDlkmT0Gol+t7DQkZE8K2+TjAmIW/PXbwTkopaJAk=,1,7,20111107,20171008,458,465,458,458,3,31,3,31,吳克群 (Kenji Wu),Various Artists
t6hD/k0K0NILHlwFPqp5NeS73nBhZwCDL4dNZFuWlgo=,4,4,20151119,20161213,458,,458,3,3,NA,3,NA,Eric 周興哲,五月天 (Mayday)
V19Yjt92w/7coO4VGOtyuWmVVEUqd1ZQrEbbAdoqF9Q=,6,9,20110704,20180514,465,1609,829,1,52,3,52,3,Various Artists,Sia
Pf1s5CGMTR1HBJGWBhYOYZLdHXy58ijFB3+LTMEGXig=,1,7,20141231,20150304,458,465,1609,444,3,52,3,NA,MP魔幻力量 (Magic Power),The Chainsmokers
fyIEV2AGCnUcKf9BztDggoLgZP+NI6X9PqHWylpEOvM=,10,9,20160116,20170904,465,458,921,1259,3,31,3,31,田馥甄 (Hebe),S.H.E
tkkMvjugeb3gI0OJJtY5S5lINsJA0LD5SX5aqe4fXqg=,1,7,20151013,20170912,465,458,2022,451,3,52,3,52,田馥甄 (Hebe),費玉清
x9opImY98nAySwME5ho8105maOMNL2AXkW+SCMCHS7s=,1,7,20131207,20170911,465,798,2,2157,3,10,3,10,鳳飛飛,高勝美 (Malas Kao)
SVlhts+P7nntmumbgTgCBhpGuOp47a9q6Qv2HiqUIb0=,1,9,20141005,20141006,465,1609,1616,4,52,3,52,3,Alan Walker,The Chainsmokers
lze+7kaZnBVbvxRhaxtDz9riUN9VG9/Sn+8dAMz3Tkw=,22,9,20100730,20170430,359,465,2122,2022,52,3,52,NA,Coldplay,Norah Jones
a2ecXkpYsINiHnFJbLR3GRMdGYs2tQAdtbIhxZ/3GsM=,1,4,20160616,20161025,465,1259,940,2,3,52,3,52,華晨宇,頑童MJ116
BEnhYxR9LPMO4DoRf+kLMTwrH8JdyCA2edzlYcgRqoY=,21,3,20121227,20160730,1609,465,1609,1609,52,3,52,NA,The Chainsmokers,Alan Walker
qDQdZ4+zgYhk2uqcNxb8FmPadxeaYL6uyo5N3BgWBww=,4,9,20070719,20170124,465,458,465,1,3,10,3,10,周杰倫 (Jay Chou),玖壹壹
6aM+9HmQGa1iTdDLR1bNYrGCMdGecRPksy4HpXu92L4=,15,7,20111016,20171007,465,458,921,1,3,10,3,10,張學友 (Jacky Cheung),周杰倫 (Jay Chou)
vPUukWDzqK2MhzZTkLV8NryUjJRCdnrobvhB99ZcZsE=,4,3,20121223,20171023,465,458,451,5,3,52,3,52,A-Lin,丁噹 (Della)
TO9FqYcuQQEougz3K030YrCEzTGJcQOqvvEl3rfZ20s=,13,9,20090528,20170930,465,1609,6,1609,52,31,52,31,Alan Walker,BIGBANG
4wc7hLzJyyCUfqMEU8/8NG+2cS4iX4SLOmiYu7+PB8s=,11,7,20140311,20171002,465,458,125,275,52,3,52,3,Various Artists,RADWIMPS
QEAUT9vFjRwfALDb5F78t/Qdn5ZBo3vaDiNzKQZa3FE=,4,9,20091009,20170913,465,1609,2,921,52,31,52,31,Various Artists,Maroon 5
6KpOXFROwTaNTwICzQ5Ifv2hdH1X3JKBo74qHPh2efs=,13,3,20130331,20170916,465,1609,6,458,52,3,3,52,Various Artists,Michael Jackson
SgsuqkyztF0xM6JVtt2ZISugus+wCLCOZREZhCjH22E=,22,9,20110929,20171231,1609,437,5,4,17,3,17,NA,RADWIMPS,AAA
FN3rcoUaVqw9gO7yqmHBfh8idM9UkEfHLKOStoqMy2A=,13,9,20070224,20180619,465,451,465,3,3,10,3,10,周華健 (Emil Chau),許茹芸 (Valen Hsu)
KF19btYbw+tpIDWAUsaXx6rw/k+Tkv3HTAviLMBF/0Q=,1,7,20110908,20170422,465,921,921,465,52,17,52,NA,Train,Various Artists
LPzwHvbPSC7sURoD7sCaDPCHgopA0YwD3f9UzBj3tBE=,1,7,20140214,20170913,465,458,465,1,3,52,3,52,周湯豪 (NICKTHEREAL),兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116)
5+AZDzh60Owb0vit0ld9rBjR6snHMBpR+IJOzSJmjcE=,1,7,20151003,20171002,465,437,1,786,3,10,3,10,翁立友,劉德華 (Andy Lau)
ar4LducJhpR0aGRCuzxLpP59G7i0Xk3Fwzvl8G9aN18=,13,3,20131230,20171002,465,2122,1152,2122,52,-1,52,-1,Maroon 5,100 Best Adagio Voices
TuvVnZqQEREUaYf+9YIkI4JoMSs0KOWdmM40Kgj0uaM=,6,7,20101120,20170710,465,458,451,947,3,10,3,10,江蕙 (Jody Jiang),Various Artists
Qv5zRT4LD4wrKzXUXvzs+cswt2pKmCfD20McAHfa7B8=,13,3,20131010,20180519,465,458,2157,465,3,52,3,52,周杰倫 (Jay Chou),吳克群 (Kenji Wu)
9IwVE57p/rdx/VkAtFRAdPuBQu8ZxttNBN/qaC4jhJI=,1,4,20170126,20170129,444,465,444,2,31,3,31,NA,AOA,Red Velvet
L2UhdkBfaLCk6c5Xh6n3M/s5U1YrQgVGzLVsPIxC8RY=,1,7,20150812,20170911,465,1609,139,17,52,3,52,NA,MP魔幻力量 (Magic Power),Alan Walker
1yi3ABQDHAPP4tGb2cRFmt8oC/wpUA0eCl3alHeAIkA=,1,3,20131002,20170907,465,958,2,3,-1,3,3,52,Hayley Westenra,鳳飛飛
YLxUvz/IMRJTPot23oSUoLAgnmNCp3OZvBcTibNJmNU=,1,7,20161208,20171007,465,458,139,1616,52,3,52,3,Rihanna,4MINUTE
iUTh2dOTbpqq9D4tpEO9N+qeYgR4Im1SDNsIt+gjotw=,13,7,20120229,20170609,465,921,3,444,3,31,31,3,A-Lin,Ed Sheeran
B3OGl7ywfsOPm0GNXvVU2MVEwY/1JbYhDIkOl8P+Zog=,11,3,20130426,20161205,465,458,465,11,3,NA,3,NA,陳威全 (Vchuan),孫盛希 (Shi Shi)
pIsuQRwcxkeJJkUQ5o0CpD7nzm69n9AeLtORJP2Fbag=,5,9,20110115,20170706,465,458,23,458,3,17,3,NA,五月天 (Mayday),動力火車 (Power Station)
NXT4XxGHOerIjHQTVJQA92KCbhQZaaG6IYz+JNjRCew=,14,3,20140104,20170707,465,,1,465,3,NA,3,NA,夏天 (Alex),
DUy864IvyCelB9fexvRt7F9ZAsYQrUbUcBLSYdbUQh4=,1,7,20131010,20170930,465,2022,444,359,3,52,52,17,RADWIMPS,Bossa Nova All-Star Ensemb...
cvhS9FBYWEXYzDahsAE/jilKAL8qk70bO1NOfT/MlOw=,4,3,20120822,20170708,465,458,2157,7,3,10,3,10,蔡依林 (Jolin Tsai),王心凌 (Cyndi Wang)
uaXqtnAwSyryeCkjZ8apd8C3E4Wrbl+q57MJVFoMrhQ=,6,9,20060203,20170718,465,458,465,2,3,52,3,52,林俊傑 (JJ Lin),吳克群 (Kenji Wu)
hsDQTTMvGCA0RpUWnYKPeMzFs2pmggruuU8gB7xDeLA=,5,3,20120518,20161211,465,458,465,1259,3,31,3,52,畢書盡 (Bii),蘇打綠 (Sodagreen)
+QNLUVXcjVdRzTQS+VqoV8vTwk6j4TPLrWNrLQtadNs=,12,9,20141117,20181018,458,465,465,11,3,52,3,-1,陳勢安 (Andrew Tan),16個夏天 電視原聲帶
BaMswzyVOyPkxIYcWswFnwRch0klAajgBXsV6KzzZtA=,1,4,20161203,20161203,465,444,5,444,31,52,17,31,TWICE,RADWIMPS
r8eKIEpzou94hysOshxwYD2qOtHfghhn9MjU8D7Gnho=,1,7,20110117,20170919,465,444,465,182,31,3,31,3,EXO,Girls' Generation (少女時代)
S+QwNkoE5QR2P3IomgPhTwty36FyqBZm3M+d0RE6WBc=,1,7,20110218,20170915,465,458,3,465,52,3,52,NA,林俊傑 (JJ Lin),Backstreet Boys
SBk7HZF/f4dHzTk4SIT+xFxFtQSg2To3G/ei8n9z+bU=,22,9,20110412,20171022,465,458,1616,921,3,52,3,52,aMEI (張惠妹),周杰倫 (Jay Chou)
g+Hloa3Jtop/OEKt5QBEwMIL4ahG1mZtmjCWXLUEuNk=,1,4,20161207,20161210,458,465,465,2,3,NA,3,NA,Eric 周興哲,五月天 (Mayday)
6o9eE/xNYoFruWs6fkFheF4KjSoRikgLMbfO2QOy6tM=,5,4,20170102,20170305,458,921,1,458,3,31,3,NA,BY2,Various Artists
TJL2k7Tq6/O612Rj7MvK/8f3MaB7hx/n+cxRdmrxtn8=,1,4,20170101,20170105,465,444,2122,2022,31,17,31,NA,Various Artists,TVXQ!
fVArNjKDAJ4rE/SWEJm7CNzwnlT8EhVBwbEqAW5RawE=,14,3,20140410,20170713,1609,465,1616,1,52,3,52,3,ONE OK ROCK,Various Artists
egxXfj4C+e1pqx/RDlSuGeEaR8PyECqHXur/Zgxo8Hw=,17,9,20140524,20171102,465,786,11,3,3,-1,-1,3,Chystal Piano In SPA,A-Lin
TfihhkixGbN+nD6iXv8tcEsIOTNz7PWY310J5i+paMU=,1,7,20160611,20170910,465,458,458,1,3,52,3,52,周杰倫 (Jay Chou),五月天 (Mayday)
61mUVXl9cax3+W+fgJRBZvQqh+4gR/Y0/e6/CjKnQEA=,14,9,20051113,20180129,465,458,139,465,52,3,3,52,Katy Perry,田馥甄 (Hebe)
zcF+RMpmv98IATJCN2xeQzb7DWYtZcTfEODgS04Xl04=,1,7,20151117,20170917,465,458,2,1,3,52,3,52,Ellie Goulding,家家 (JiaJia)
KAZUifR/2Q0KdAhD6RDUb0B2pZAWQNysUzpGHpAbSV8=,14,3,20150206,20171004,458,465,1609,458,3,31,3,31,楊丞琳 (Rainie Yang),Various Artists
4spjiI/5GeSuJdxbd6jbMtjCc7XCEDFhOM1r/cvGPVw=,8,4,20160228,20180710,465,444,2,465,31,10,31,17,SHINee,TAEMIN
xTzLDNfZCa74SqpKusWqKRdRTZNjebLyDPXHjTz2D0c=,15,4,20160118,20170713,458,451,451,465,3,NA,3,NA,Various Artists,io樂團 (io)
U+WKklZ1qZ4nPSjEK3pL3IR3U41MGLbwUWk4Y6xU+Ag=,1,7,20110314,20170913,465,458,6,1259,3,52,3,52,Various Artists,楊丞琳 (Rainie Yang)
nI4/zsc7VMrdovI+yZavuOUr/WRXHmlsS7Uzg68Yyoo=,1,7,20151109,20170908,444,465,139,444,31,52,31,17,Apink,Girls' Generation (少女時代)
NLQ+W4mDdN6eqW8QlS3ch/+dSo/GOcHrfq8zhSTyXIY=,1,4,20170126,20170129,465,458,242,458,3,-1,3,-1,過年,王大文
46WgKFK9yt1MhT0bbMyYQH+7mHssu/0NJIo+3WrOdf8=,4,3,20120721,20170611,458,465,451,2,3,52,3,52,Various Artists,Eric 周興哲
pV7ILporOxa5JRd1/3cPtbmNKsZT0Tf6YIjsBDwDs1c=,1,4,20160608,20160611,1609,465,458,465,52,3,3,NA,Dido,G.E.M.鄧紫棋
LhNi6MKu/yAYNYDRfIRlljQmHxTWKstYGKizVEpkTNM=,1,4,20161206,20161209,465,1609,1609,59,3,52,3,NA,謝和弦 (R-chord),林俊傑 (JJ Lin)
1p1pc6VZyA48h5OknFdkYxar/rBuVywND9b6TklNz5A=,6,9,20071028,20170105,465,1609,1609,1616,52,3,52,3,証聲音樂圖書館 ECHO MUSIC,田馥甄 (Hebe)
tEnYPnjBoI+RP3sIQ0uV+psDGQcKaU0THJRCgpvqOX8=,6,4,20160624,20171105,465,458,458,139,3,31,3,31,動力火車 (Power Station),陳勢安 (Andrew Tan)
5n6dRf8PB2Om6ypaDmLcznhoZU2povfHEXhYdRwPD20=,4,3,20120811,20180812,465,458,451,109,3,52,3,52,Various Artists,蘇打綠 (Sodagreen)
9SZ5zKackYn8VbsWCTi+DFSsraaqFZL3AhN8hpXL3u8=,3,9,20060511,20170930,465,458,1,1011,3,31,3,31,BIGBANG,田馥甄 (Hebe)
ukoi8sndLvEp5phqZUs2cMVlCD7HAxmSLe7N3Swm1/g=,1,4,20170110,20170113,465,458,2157,8,10,3,59,NA,詹雅雯,楊林
PzjcJarp0iPFzXr4KqESQuuJW3lJxX/bnqqGpMgn9tA=,1,7,20140205,20171002,465,458,4,451,3,52,3,52,周杰倫 (Jay Chou),A-Lin
j+xFmJsxqwqlo68xJJvAkk2IqR2X3eC8H3iSLIbIfw4=,1,7,20100718,20170919,465,458,1011,1259,3,52,3,52,林俊傑 (JJ Lin),Studying Music
6IbFUpiW/SAVTuo6nPL+kdCwSgjHmHtOaUSDRJN51Hs=,1,7,20150826,20170930,465,437,921,125,17,3,17,3,Taylor Swift,五月天 (Mayday)
Ob9xSBa/kX/vWbiMAnJ11Kjbr5yLaSrADXCO1dnIw6A=,15,3,20120131,20171217,465,458,1,1011,3,52,3,52,RADWIMPS,Various Artists
OHw2qQArWtGlk/gthkEt8WmDnx/1SxLgeqXisMzhHyM=,1,7,20151017,20170917,465,786,921,242,52,-1,52,-1,moumoon,Various Artists
apMrSKJvrFw5BXSDBOOfrKd4wJrKnky06QmmrOvxw8I=,1,7,20160903,20171002,437,921,437,1,17,3,17,NA,Yurika Kubo,たこやきレインボー
2i/X3PPYPHdpPEI4kuGoFwUbriHcisztdepCwDdpThA=,1,4,20170131,20170220,940,465,1,458,-1,3,-1,3,Kevin Kern,張雨生 (Tom Chang)
PCRn1rQDQGfcl7qlpUrwuFYT4yR6qi9cROHX5suS2uU=,1,4,20161218,20161221,873,481,2,1,-1,3,-1,NA,Top 48 Kids Songs,Angel MaMA Story Teller
UXSCSv24NAoLQ2DWqWFHNCck0We6ueK02TdcUhmzMec=,1,7,20161111,20170910,458,465,921,458,3,-1,3,-1,田馥甄 (Hebe),八三夭 (The Last Day of Summer 831)
WUymO/XIsg29O4Fg/Uc+Mx3sn9LCuIbc2oc8PUUnGtk=,1,4,20160116,20160116,444,465,444,465,31,3,31,3,TWICE,TFBOYS
OXFzIao9GGc4LavRpD0tumJAsX1C6sQNnH3JAz/QBvo=,14,3,20151027,20170906,465,458,2,458,3,52,3,52,周杰倫 (Jay Chou),Maroon 5
Lfwx5BRw7nHLy/Mf0rvxdnKuCY7z4xRrPjFxf6cLpEQ=,13,9,20050213,20170803,465,1609,2,7,52,3,52,3,兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116),P!nk
vcio8ckhtSXCQdEanvafDOKJoyLbTc7Y9bjg0I4Pkxw=,22,4,20160106,20170613,465,1609,1,465,52,3,52,3,戴佩妮 (Penny Tai),Maroon 5
F92WN2lMipwuYyU+aXMn073+n/xtgDGBvzt8t3HYwS8=,1,7,20150715,20170918,465,458,5,458,3,10,3,10,aMEI (張惠妹),江蕙 (Jody Jiang)
+sflmVFavhzFvsaFdh8gzB6A0gF6a48Tv1bfLrPfhF0=,4,9,20150719,20171006,465,458,2122,458,3,52,3,52,Various Artists,李佳薇 (Jess Lee)
Ld+xTHkBOPMDhuDidqL1IQBRC/V4rAQxlsmrFTmzRcg=,1,7,20150718,20170918,465,458,2,465,3,10,3,10,蘇打綠 (Sodagreen),aMEI (張惠妹)
BICi/qAqpdeTuCTWJDSMMjFH/SyVbqV3v9EbUtXk5Xs=,1,4,20161213,20161216,458,451,458,1,3,NA,3,NA,周杰倫 (Jay Chou),陳奕迅 (Eason Chan)
4UX6CG7jSMbSQYAXC5PDvCzDD03QaV4ab3bfz+Wx4+o=,1,4,20160828,20170710,921,444,465,921,31,3,31,NA,AKDONG MUSICIAN (AKMU),BLACKPINK
nAe0EpYjqb/eKCtjPbHHLR9q5R8qZLhRFpPwz1qqjEU=,4,4,20161006,20170611,465,921,16,465,3,31,3,31,Various Artists,蘭陵王電視原聲帶
EooBbquZ4vRpBV17rtnr2W+gdm6fD6fbsmBeK1IbmAs=,13,9,20160918,20170920,465,458,726,1609,3,52,3,52,Various Artists,周杰倫 (Jay Chou)
WsrZGvu3YWEiXKAaKOQN8C00XCgdM8PC6oPA0JNE1qg=,1,4,20161112,20170710,458,465,1,465,3,31,3,31,五月天 (Mayday),Eric 周興哲
q2q5nZ9kdSV/0LzXsWtAE1dnwp8bOCdoLhensqZqICo=,1,4,20170107,20170110,921,465,465,2,52,3,17,NA,Tangled,Henry Jackman
N+3GhYVB3n8TeUYMVlUNV/MPHH4+dz1g+Iw4ho/gM14=,1,9,20170103,20170110,465,458,1,465,3,10,10,52,江蕙 (Jody Jiang),Various Artists
H85zmcT0YLBLQOJRqqR/mNwgh/v2+26+f2zlVCEv0/c=,1,7,20140214,20170914,465,921,3,921,3,31,3,31,Various Artists,周杰倫 (Jay Chou)
b7iCmh5vOrgMo0GBqT8itUnDAKAMXWjU9BEKZWTJotg=,4,9,20150501,20181013,465,458,4,3,3,-1,3,-1,丁噹 (Della),郭靜 (Claire Kuo)
TSDD1XX4Ck+hD80yESlLLRGBxeEmKLrp+FqCarc5ofs=,15,9,20110524,20170608,465,458,139,1609,3,52,3,52,莊心妍,五月天 (Mayday)
HzuFnvTz4KDnhbEvjL3zXaV9aYsdoBx+3t926m+ibM0=,14,9,20081006,20170910,465,458,458,2,3,17,3,NA,歐陽菲菲,五月天 (Mayday)
2/VuGKHdh0akyWnPveJL7h0Amv5fa4FBYHn90VGyMyU=,13,9,20070919,20171014,465,458,921,921,3,31,31,3,Various Artists,BIGBANG
Ugo6uEAebp5RVDop3IX1OHlxtORsHHMicf1EDklCwKQ=,1,9,20140827,20170711,465,444,9,458,31,3,3,31,回音哥,SEVENTEEN
kRO7Zq5VNoRzwHo4AOVFGKzRB6OIkClVz6IjGl8wYTw=,1,3,20140901,20170611,465,458,1,2,3,52,3,24,田馥甄 (Hebe),Various Artists
f/7iWxrHxDP7yG7129Fx7GoHT35AmDi3f7kosyqsI7g=,1,4,20161029,20161105,465,444,1,8,3,31,52,NA,Alan Walker,張韶涵 (Angela Chang)
hHoqn4wsL6z4UnbdiJ+Fic1EUEi4BUUqPJI7vrY9cIM=,1,7,20161006,20171005,465,458,921,465,3,24,3,24,蕭煌奇 (Ricky Hsiao),劉德華 (Andy Lau)
2/GH/4NU7o68UfLdcaX1mEKRV5eQCIoNtJJURMwj3DY=,15,9,20141206,20171002,458,465,1,458,3,NA,3,NA,草東沒有派對 (No Party For Cao Dong),AMIT
fdgjWF8epC89DbmA6+XVc2G54UFiqx8mgMbaklJ3nT0=,1,4,20161216,20161219,864,857,458,465,17,3,17,52,Various Artists,霹靂布袋戲劇集原聲帶
Xbdz5mgsZXYDaXqUBX5GFUPnS+NApBCyZE5iwv5DOUc=,1,4,20170102,20170107,465,458,3,30,3,31,3,31,林俊傑 (JJ Lin),田亞霍 (Elvis)
H9NjkPmt0OumyksUo1N7aNrSBEjAJ+O52/V5kPNWAFQ=,15,3,20140308,20171003,465,458,34,2,3,52,3,31,五月天 (Mayday),Various Artists
yxV9BTVBDh8DGRhck82a+SKA22Piy7XwzHtc8lClRKY=,6,9,20070727,20170919,465,458,1616,465,3,-1,3,-1,Rainbow Kids(레인보우 Kids),五月天 (Mayday)
VXM7GRZQRl2ySWN7bwml4+rXylcQ7+lrQZhrPD9mGRM=,1,3,20140518,20180527,465,458,2,4,3,52,3,52,玖壹壹,周杰倫 (Jay Chou)
jssQ8BOcKtDc44HTJ2x0ZIINkfSEBgTJfOb20vpYtwc=,4,9,20161113,20171110,465,444,2,458,31,3,31,3,EXO,BANGTAN BOYS
/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,13,3,20140606,20170907,465,458,1259,109,3,52,3,52,任賢齊 (Richie Jen),周杰倫 (Jay Chou)
wzFaeYMG3tw6TGbSaw5lh/w+kd8KSwImymjauS12huw=,1,7,20120113,20170930,465,458,242,921,3,52,3,52,范瑋琪 (Christine Fan),寶寶水晶音樂
dgjzkF2Yg5tE6WtcA8xA8dEib64OxwpIin5RYKY5SuI=,4,3,20121221,20180426,465,458,15,7,3,31,3,31,梁文音 (Rachel Liang),郭靜 (Claire Kuo)
