,ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
17814,27446,178546,68370,43301,289895,151973,92853,260626,229924,246635,346083
17815,28006,0,10,20,30,40,50,60,70,80,90
17816,28020,306220,342124,192028,200810,68498,170108,219325,262894,161916,141268
17817,28370,284220,159454,29011,292900,68578,306220,87594,320808,271615,203582
17818,28404,0,10,20,30,40,50,60,70,80,90
17819,28606,35059,344325,256721,322147,82088,340347,60458,244640,161481,1825
17820,28682,0,10,20,30,40,50,60,70,80,90
17821,29045,0,10,20,30,40,50,60,70,80,90
17822,29232,302843,208925,306220,99755,203582,271615,307661,66325,280516,263607
17823,29303,35833,150811,187051,68365,238425,95963,87594,327387,184510,159454
17824,29485,0,10,20,30,40,50,60,70,80,90
17825,29538,302224,273351,154149,277079,232411,106242,218816,341441,154779,68665
17826,29730,76614,31080,342124,122799,318328,342305,6167,67095,206980,20529
17827,29895,0,10,20,30,40,50,60,70,80,90
17828,29904,302374,83078,267491,259344,293688,209432,198182,261867,206460,35968
17829,30116,159682,43301,322281,62734,25816,246635,147989,332775,72470,257377
17830,30285,259179,340347,261160,120708,38043,162278,15288,87594,16097,239363
17831,30426,220040,162278,161912,17735,34981,139617,35177,282763,128930,32217
17832,30478,0,10,20,30,40,50,60,70,80,90
17833,30479,221062,203728,215698,157168,200810,321565,178741,291533,251708,303907
17834,30502,72385,278191,125218,167358,348165,34786,264419,51393,314012,16097
17835,30719,122874,14393,24404,348165,228122,24216,240490,198182,39542,131240
17836,524,122874,238483,109124,220040,29650,322793,168588,204750,47848,21914
17837,533,48300,48310,48340,48350,48360,48370,48390,48400,48410,48420
17838,661,76343,289109,164868,258207,284220,47205,282063,342725,160125,259252
17839,693,262894,9676,49591,39904,34758,78660,214462,54326,24755,244419
17840,1006,16097,24216,41444,271794,313873,215476,57973,68578,96282,241443
17841,1134,15130,346893,165179,344438,159682,20529,279631,243264,229045,336389
17842,1607,325036,351512,252837,278829,152849,48128,162278,11045,207450,284538
17843,1690,339991,299381,87594,23297,61209,350010,217014,138068,33813,339501
17844,1695,0,10,20,30,40,50,60,70,80,90
17845,1746,162278,339991,20529,141268,137983,200825,68578,254922,206980,23297
17846,1965,306220,68498,17735,200810,333937,192028,48128,317277,60868,165368
17847,2328,306220,306423,293365,198182,341616,240490,262894,159672,228122,135897
17848,2480,60458,150974,278191,16097,240490,337635,256721,256698,335141,57973
17849,2827,214462,66325,307661,203582,271615,119125,326098,311238,114726,174599
17850,2851,281051,31848,238425,15651,330094,206079,159454,198061,44505,55848
17851,2966,106242,283243,234656,235075,8677,280948,73335,283942,107854,110899
17852,3357,145826,142104,101271,70700,258616,267525,32434,209432,180236,199454
17853,3656,218816,162278,282063,155296,262894,61889,8677,62198,131545,6167
17854,3715,350209,87117,306220,190016,68426,299049,251762,295274,91136,22280
17855,3840,1043,54929,324840,299381,305515,34758,109179,317609,195116,261831
17856,3933,97408,337635,312737,145826,228855,352624,72385,7292,173396,288634
17857,3985,0,10,20,30,40,50,60,70,80,90
17858,4123,200810,245875,132917,264419,61889,311211,78207,251612,268075,72385
17859,4142,0,10,20,30,40,50,60,70,80,90
17860,4260,306220,198182,44440,293365,24404,284220,14393,262894,203582,66325
17861,4431,245437,292861,25948,259368,281051,169079,144304,140747,83968,331159
17862,4433,0,10,20,30,40,50,60,70,80,90
17863,4497,35059,122874,20002,271615,66325,203582,307661,254922,4487,24404
17864,4968,340347,162278,239363,68578,293275,15288,72385,314346,46878,347453
17865,5092,0,10,20,30,40,50,60,70,80,90
17866,5362,284220,251129,29011,160125,271794,271615,66325,307661,203582,90662
17867,5523,162278,132917,65820,25816,301890,305910,262894,32156,345690,259296
17868,5885,60458,5715,130299,148625,244730,151792,92853,102744,178546,105650
17869,6018,0,10,20,30,40,50,60,70,80,90
17870,6064,0,10,20,30,40,50,60,70,80,90
17871,6066,0,10,20,30,40,50,60,70,80,90
17872,6464,198182,251129,14393,340347,24216,219659,289109,34981,239363,236840
17873,6724,117037,8463,233780,209275,72125,217586,69465,27772,306220,341783
17874,7193,203582,307661,271615,66325,311238,292900,262894,4487,257933,350010
17875,7279,306220,106242,162278,17735,351512,306423,332686,6167,15288,259179
17876,7463,0,10,20,30,40,50,60,70,80,90
17877,7477,306220,25468,35833,270045,16649,61485,55130,257230,116883,187051
17878,7805,0,10,20,30,40,50,60,70,80,90
17879,8073,106242,315818,257189,35681,60828,215780,363,283942,139454,250850
17880,8228,278829,259368,8089,351512,208882,262029,268186,73335,135897,47643
17881,8334,14393,284220,139617,251129,340347,162278,199629,128930,32217,35177
17882,8469,72385,68578,278191,15288,239363,67766,162278,256698,121958,16097
17883,8549,262894,306220,198182,162278,17735,66325,203582,307661,271615,48128
17884,8661,204064,322689,251129,29011,136695,227589,8463,344881,89643,247822
17885,8892,221893,307179,301755,260766,323873,34758,241218,97408,45310,122526
17886,9070,339991,87594,299381,159454,284220,129082,350010,313669,311238,339501
17887,9229,0,10,20,30,40,50,60,70,80,90
17888,9262,135897,49821,196672,237613,8089,16013,306423,292035,217460,205742
17889,9307,322281,267491,332775,14393,260626,348165,192470,186648,167358,16097
17890,9389,122874,35059,245823,348165,67972,24404,66814,24093,91531,259296
17891,9461,200810,262894,17735,6167,148173,306220,162278,246252,197163,333937
17892,9502,251129,302374,14393,24216,340347,38043,7087,236840,208602,137367
17893,9670,132908,226178,137320,2822,47643,142953,67818,312539,252769,36099
17894,9819,14393,219709,284220,32217,35177,282763,128930,51124,139617,261744
17895,10599,8677,162278,34981,155296,304426,340347,47593,212435,109655,307044
17896,10677,162278,262894,47674,6167,141268,164379,142402,66798,200825,79172
17897,10716,72385,320250,238234,342124,15288,347361,141268,351512,159682,159105
17898,11034,218816,72385,278191,16097,84083,182306,152807,8677,106242,91908
17899,11281,284220,292900,350010,137983,306220,160125,111314,127891,319241,11265
17900,11288,60458,218816,56607,16097,106242,151314,278191,151754,11493,150974
17901,11396,350010,279953,75047,326965,292900,287628,346249,259296,211876,202040
17902,11822,72385,16097,218816,337635,277450,206044,112598,314012,228855,28698
17903,11940,162278,262894,15288,106242,306220,120708,259179,62198,141268,352357
17904,12299,25816,9968,34786,101627,294115,257377,259296,48445,332775,32156
17905,12320,15130,103664,341616,174370,299399,154470,179310,343711,329218,52202
17906,12637,1,11,31,41,51,61,71,81,91,111
17907,13234,0,10,20,30,40,50,60,70,80,90
17908,13432,136785,72277,314012,206079,29350,15651,312737,203846,182564,84012
17909,13462,200810,192028,218154,342124,68498,112876,8089,333937,202218,17735
17910,13715,252837,296606,206980,133768,126247,342124,165587,342732,328423,76614
17911,13776,218816,25468,306220,87769,62198,47628,11265,111314,127891,134830
17912,14206,41444,100561,24954,3220,290291,325359,190246,348247,151754,45545
17913,14238,0,10,20,30,40,50,60,70,80,90
17914,14341,245875,4487,218816,191911,66325,203582,271615,307661,268075,252643
17915,14424,0,10,20,30,40,50,60,70,80,90
17916,14478,0,10,20,30,40,50,60,70,80,90
17917,14566,165162,100245,271615,307661,203582,66325,262894,49591,9676,337635
17918,14661,253564,137062,250342,87528,256621,160501,122028,175213,168071,71389
17919,14843,284220,251129,160125,204064,14393,44440,306220,90662,32915,292900
17920,15143,252837,106390,311860,127987,245074,137983,283243,34786,196855,24404
17921,15185,252643,4487,257933,254922,159454,292900,165179,350010,102571,337635
17922,15300,259179,162278,120708,15288,87594,340347,306220,103127,352357,106242
17923,15362,155385,147989,5714,127891,111314,299813,162471,184510,68578,109133
17924,15461,262894,300643,271615,66325,203582,307661,293438,198182,24404,152849
17925,15541,38043,24216,340347,76343,240490,137367,326098,251129,289109,20789
17926,15762,134768,155649,220080,267491,335342,107870,338962,24508,13874,238045
17927,15890,218816,193259,254664,11493,19818,229700,324101,98663,14478,18123
17928,16233,72385,314012,277450,278191,348165,264419,347361,101627,262894,200810
17929,16567,260766,221893,277450,204750,263191,213725,91708,301755,97961,223254
17930,16639,299381,281810,96994,13086,200825,34758,8858,32681,177608,252643
17931,17047,0,10,20,30,40,50,60,70,80,90
17932,17773,162278,6167,345690,252837,245074,17735,305910,325793,318328,141268
17933,18398,162278,141268,218268,17735,6167,182618,351512,342124,256621,237746
17934,18531,283243,73335,81679,286548,135897,121482,178282,302807,63743,292035
17935,18958,0,10,20,30,40,50,60,70,80,90
17936,19014,25468,141268,342124,87769,68578,148889,15130,116883,127891,111314
17937,19142,141268,162278,342124,218268,262894,200810,6167,306220,15130,17735
17938,19282,306423,281810,216431,263285,343359,168063,341616,317609,46589,48254
17939,19887,48128,325036,278829,304068,111314,127891,171797,42256,29199,155278
17940,20503,247571,311432,324840,172586,340809,145100,116215,139060,299245,131940
17941,20618,59370,327510,159682,321275,165587,194441,180388,243264,285891,67471
17942,21076,34758,69127,127344,339501,188827,288888,108767,94620,313807,278381
17943,21256,0,10,20,30,40,50,60,70,80,90
17944,21525,17029,279953,341672,350010,259296,344253,127987,211876,74843,340265
17945,21727,306220,204064,302843,308366,252298,205103,72061,202771,160125,99756
17946,22019,150811,306220,218268,87594,347361,95963,340347,14759,20445,141268
17947,22559,0,10,20,30,40,50,60,70,80,90
17948,22822,27542,72385,147989,278191,68578,16097,279411,42582,349308,159682
17949,22856,221297,11612,48552,73337,334971,65103,168436,53031,170399,91142
17950,23042,25468,148889,116883,312737,99696,219325,218268,136099,2800,306220
17951,23771,4487,305056,35866,179377,226358,35059,8677,22510,150394,143754
17952,23785,112876,8089,279226,137062,250342,103480,152849,202218,147183,315589
17953,23821,211876,350010,172586,41501,324840,65903,1043,302843,54929,235746
17954,23881,303907,132917,350010,301890,221062,340265,292900,101844,18298,119736
17955,23902,0,10,20,30,40,50,60,70,80,90
17956,24012,0,10,20,30,40,50,60,70,80,90
17957,24785,289109,304426,238483,247365,172150,303545,24216,9598,100860,251129
17958,24895,306220,200810,160382,209432,286872,17735,171778,333937,38871,68498
17959,24949,164014,220040,24216,284220,322793,292900,90662,29011,282401,203582
17960,25175,0,10,20,30,40,50,60,70,80,90
17961,25409,155296,34981,17735,259252,162278,257338,46650,325793,258207,304426
17962,25438,0,10,20,30,40,50,60,70,80,90
17963,25447,328441,216431,200825,317609,88825,8858,56174,340515,34758,66080
17964,25485,315589,351512,306220,8089,112876,232751,137062,278829,218268,198182
17965,25566,325036,281810,116683,344950,127891,111314,58680,155958,324840,299813
17966,25665,236840,122874,228122,137367,325130,74531,50535,205228,302374,67818
17967,25844,252837,141268,137983,162278,325036,296606,274151,34786,292900,342732
17968,25884,24029,14393,302374,219426,299034,127790,340347,210824,139617,47848
17969,26224,155296,304426,289109,34981,103373,66325,271615,307661,203582,222895
17970,26310,87594,150811,16097,68578,141268,162278,95963,190246,283439,284715
17971,26467,306220,209432,198182,16649,222817,316865,295304,200810,208925,173209
17972,26535,0,10,20,30,40,50,60,70,80,90
17973,26669,226178,218816,328906,2822,325068,195289,142104,307661,271615,203582
17974,26956,190246,290291,3220,24954,100561,325359,283439,339501,45545,68578
17975,27051,281810,14934,15130,66798,242663,46878,159345,234989,121734,299381
17976,27213,52633,56430,245893,217353,210824,352092,281681,214664,238234,310981
17977,27334,306220,15288,14393,225059,198182,239363,347361,162278,240490,68578
17978,27826,159454,292900,68578,284220,220040,29011,200810,206929,25468,72385
17979,27985,0,10,20,30,40,50,60,70,80,90
17980,28055,34981,257338,340347,82088,35059,148552,299381,81783,349871,244640
17981,28070,35059,221062,277826,305764,101369,175578,340265,301890,201300,44307
17982,28319,159879,35059,24029,91418,210824,93034,230803,277310,87937,134215
17983,28894,97408,213725,352624,306388,203582,66325,307661,271615,178792,212417
17984,28954,0,10,20,30,40,50,60,70,80,90
17985,29001,251129,38043,76343,120708,259179,66325,203582,271615,307661,198182
17986,29272,147164,34758,61362,38404,302070,182545,217460,23721,152595,148317
17987,29343,4487,238483,142859,135181,112117,118241,35059,322793,152871,307661
17988,29444,150974,60458,16283,1825,322147,340347,134182,212199,247676,82088
17989,29613,32156,262894,277450,142402,65820,111314,127891,259296,39904,200825
17990,29843,180388,147927,58743,94546,65616,112967,206088,63205,328423,67714
17991,30195,111314,127891,68370,145100,306220,316865,199255,208925,104334,186785
17992,30446,122874,24404,39542,205228,240490,348165,105650,228122,14393,218022
17993,30548,350010,284220,281810,137983,292900,274151,66864,324840,160125,339991
17994,30642,262894,66325,271615,307661,203582,291390,135897,306220,218816,71255
17995,30662,350010,127181,317236,229258,275998,162340,259757,41050,290069,44202
17996,234,60458,150974,140565,312737,16097,281051,271941,41444,115149,13591
17997,239,60458,35059,177095,8288,289200,245972,154157,321871,61212,150974
17998,264,288634,68578,159345,76568,97408,38755,15130,44055,270248,285810
17999,312,306220,262894,306423,62198,352357,198182,307661,203582,66325,271615
18000,389,198182,306220,152849,24404,262894,239363,72385,236840,240490,271615
18001,869,350010,340265,259296,122874,323443,293915,118241,86068,301890,183478
18002,1058,48021,48041,48051,48071,48081,48091,48101,48121,48131,48151
18003,1081,48300,48310,48340,48350,48360,48370,48390,48400,48410,48420
18004,1209,225135,281810,216767,111156,200825,31080,176200,23297,299444,53602
18005,1347,64399,83078,258252,168634,112876,7082,193056,70761,210824,302374
18006,1356,174426,90144,25579,192469,329290,159345,271682,192879,228430,344850
18007,1581,32156,262894,135897,329621,351522,197394,234801,306220,167069,73335
18008,1714,0,10,20,30,40,50,60,70,80,90
18009,1905,342725,142244,89449,35866,58873,248470,4487,176962,167975,104779
18010,1985,306220,306423,262894,141268,17735,6167,218268,181518,333937,104334
18011,2020,122874,35059,101369,277310,34981,134215,109124,106385,261947,318118
18012,2358,284220,306220,44440,292900,350010,66325,307661,271615,203582,46997
18013,2800,350010,292900,127891,111314,137983,284220,68578,262894,278191,218816
18014,2919,161683,163881,206376,283942,159105,151314,306220,137055,112598,34660
18015,3361,284220,350010,292900,160125,14393,41501,137983,219709,1043,68838
18016,3537,0,10,20,30,40,50,60,70,80,90
18017,3799,284220,350010,292900,137983,29011,218816,90662,160125,220040,203582
18018,3866,0,10,20,30,40,50,60,70,80,90
18019,4461,306220,262894,198182,66325,307661,203582,271615,320808,284220,352357
18020,5033,52633,159682,281051,310981,140747,238234,15651,144304,53360,212486
18021,5058,198182,72385,48128,306220,1934,348165,220040,152849,236840,278829
18022,5260,304426,162278,72385,239363,307044,198182,262894,68578,325036,278191
18023,5269,162278,340347,198182,262894,239363,228122,131240,256621,304426,259252
18024,5563,200810,209432,32434,290739,160382,198182,267525,206460,171778,317277
18025,5631,162278,15288,239363,340347,351512,198182,306220,200293,24404,240490
18026,5652,324840,211876,41501,44440,245823,58545,293365,302843,126187,269857
18027,5717,221893,25816,217460,34758,9968,257377,332775,85986,259296,180407
18028,5798,350010,279953,292900,75047,325753,4487,211876,132917,111314,127891
18029,6231,262894,141268,200810,48128,342124,162278,111314,127891,306220,351512
18030,6262,72385,278191,16097,220040,68578,125218,122874,246635,14393,296436
18031,6347,127891,111314,34786,72385,293585,145100,68578,339559,278191,299813
18032,6518,35059,163334,228834,159002,75126,209739,50378,155158,144036,98656
18033,6809,306220,150811,262894,200810,46429,218268,162278,148173,141268,263292
18034,6856,306220,131240,198182,299381,150811,6858,284220,162278,159454,258207
18035,6869,281051,41444,15651,16097,110253,54331,203846,198061,151754,64092
18036,8308,350010,137983,150836,111314,127891,211825,292900,319241,11493,123573
18037,8336,68578,284220,25468,292900,141268,282063,116883,127891,111314,21927
18038,8475,254922,346083,278191,202681,337635,288787,285659,175540,339991,200825
18039,8550,284139,299381,9968,182618,132917,257338,288787,254922,279631,34758
18040,8649,304426,122874,66814,34981,247236,212435,47593,289109,259252,148552
18041,9061,0,10,20,30,40,50,60,70,80,90
18042,9374,16097,278191,92386,68578,95963,41444,184510,28698,270045,128590
18043,9649,262894,306220,198182,131240,64352,203582,307661,66325,271615,187880
18044,9882,180236,209432,258616,32434,267525,295304,220241,101271,261867,142104
18045,10150,306220,262894,198182,341616,306423,159672,162278,2800,141268,111314
18046,10224,63492,161481,206980,55848,114001,8677,296739,142244,162278,314313
18047,10402,259296,25816,17029,127987,221062,340265,147164,301890,119736,288572
18048,10452,9968,241218,304426,321565,325036,120108,287049,343558,110516,102004
18049,10957,41444,16097,27542,72385,54331,15651,254889,245437,15288,57773
18050,11228,122874,304426,348165,1934,198182,24404,259296,184261,9968,307661
18051,11410,306220,104334,173209,87117,316865,218250,247154,278829,193532,259368
18052,11796,200825,227145,111314,127891,31080,262894,299444,111156,216767,121696
18053,12039,238221,342712,8908,280997,227336,120633,204750,85492,306388,308952
18054,12068,340347,72385,195289,261160,133638,15288,121958,225059,259179,226314
18055,12098,306220,200810,60100,192028,286872,204064,333937,308294,170108,183504
18056,12246,294536,298688,221806,289382,177271,292547,214767,242907,210440,284139
18057,12278,1,11,31,41,51,61,71,81,91,111
18058,12334,35059,245823,323443,118241,231034,58545,51908,144036,183478,122874
18059,12415,72385,239363,226314,15288,67766,162278,351512,225059,340347,74531
18060,13062,70821,127181,41050,275998,302076,156324,104040,224078,157975,138228
18061,13413,306220,236840,198182,114018,142104,120708,5719,209432,292414,270687
18062,13709,220040,252837,9475,92809,14393,304068,246635,331629,218943,284220
18063,13759,196672,95963,306220,177104,151314,292414,259368,49821,197394,262894
18064,13889,0,10,20,30,40,50,60,70,80,90
18065,14083,304426,66798,281810,234989,22510,317609,8858,210440,346938,52617
18066,14116,220080,273425,153467,134768,148145,69127,289158,330482,313807,20789
18067,14362,290739,322281,267491,332775,301755,263292,237020,86354,83187,208925
18068,14443,60458,312737,150974,57773,104556,7292,69797,66149,88927,95139
18069,14506,341616,172586,324840,138577,66080,302843,127891,111314,159672,155958
18070,14530,35059,24029,210824,328243,219426,34981,10299,98702,348165,159454
18071,14613,208925,165162,49591,306220,95963,301755,244033,302843,55106,138176
18072,14631,24084,9732,140530,98702,229924,311238,268660,119125,87594,76012
18073,15008,221062,301890,340265,220040,309319,322793,182831,67973,229128,141018
18074,15140,251129,284220,306220,198182,14393,258207,219659,204064,24216,160125
18075,15201,284220,204064,220040,292900,251129,160125,306220,304068,302890,14393
18076,15369,122874,278191,251234,24404,105650,311860,305515,20002,308820,36161
18077,15767,14393,24954,290291,100561,3220,325359,190246,45545,284220,206929
18078,15910,9968,112961,120108,25816,304426,122874,197960,259296,127987,259563
18079,16163,25816,259296,200810,34758,217460,263292,96186,245636,126935,239821
18080,16426,306423,281810,292446,51878,70624,123358,115877,263285,220324,114279
18081,16935,0,10,20,30,40,50,60,70,80,90
18082,16975,284220,164014,159454,160125,292900,14393,24216,251129,179341,220040
18083,17096,34786,324840,137983,144006,252837,302668,127891,111314,106390,336195
18084,17252,72385,15288,162278,351512,278191,347361,68578,16097,340347,67766
18085,17552,238425,159454,323470,31848,318226,194971,140189,306220,343867,314195
18086,17604,0,10,20,30,40,50,60,70,80,90
18087,17867,72385,200810,142280,212417,61889,113047,264419,271364,295304,9329
18088,18120,0,10,20,30,40,50,60,70,80,90
18089,18202,259296,67973,14393,299381,340265,25816,238035,292900,243059,303907
18090,18888,236840,271615,66325,307661,203582,24404,137367,205228,240490,198182
18091,18914,0,10,20,30,40,50,60,70,80,90
18092,18996,306220,150811,87594,318226,120708,238425,259179,2800,347361,343867
18093,19028,2822,195289,8089,15651,206376,245437,76410,72385,238826,329621
18094,19128,78660,244419,41501,339991,49591,200017,90261,188827,41994,118937
18095,19292,218816,72385,238234,91908,207788,152327,151754,126864,219624,277079
18096,19591,239285,67712,237746,281810,234989,292547,20505,256621,311944,110899
18097,19930,270092,41444,133638,16097,247822,314012,66149,340347,195353,72385
18098,19989,257230,21200,316865,322689,333363,270757,67471,235088,144006,285254
18099,20181,78265,332775,155385,260626,5714,221893,208925,257377,322281,147989
18100,20242,350010,84263,279763,109711,68838,211876,87117,195779,74205,130854
18101,20279,208925,326965,290739,348436,135565,55106,287628,177976,102276,202040
18102,20357,284220,251129,14393,204064,160125,220040,292900,306220,304068,24216
18103,20566,8089,173209,19515,176641,329224,299260,238728,228156,259368,206376
18104,20989,0,10,20,30,40,50,60,70,80,90
18105,21290,60458,150974,216776,264691,241769,16097,266472,270069,112470,257241
18106,21343,251129,204064,259179,284220,306220,38043,63247,341783,72125,219659
18107,21880,0,10,20,30,40,50,60,70,80,90
18108,22561,60458,150974,40857,247571,72542,329413,35176,124527,324075,340515
18109,22764,4487,306388,52617,178792,12638,203582,271615,66325,307661,112117
18110,22805,306220,200810,263292,262894,162340,290069,348165,20126,333937,208882
18111,23085,301890,220040,14393,340265,292900,132917,299381,25816,139617,350010
18112,23135,259296,271615,203582,307661,66325,326965,118241,171219,9968,106911
18113,23695,227145,200810,192028,247344,258616,92271,161916,68498,257287,112477
18114,23705,259179,142104,326191,281051,219432,159454,76290,45373,142901,275655
18115,23759,44440,87117,130438,183155,84263,91136,41134,319173,165368,195779
18116,23891,72385,200810,129143,264419,271364,212417,219078,314012,142402,192472
18117,23917,306220,87594,259179,284220,46997,162278,120708,256621,134771,175483
18118,23972,52633,159454,17545,337881,288148,258108,53360,313669,136019,162359
18119,24063,328423,47674,136785,349168,47696,183971,236480,292547,275288,323124
18120,24082,278191,304426,72385,34786,122874,45584,185966,147321,337635,256698
18121,24275,228122,256621,340347,240490,162278,196672,67972,306220,20789,198182
18122,25006,327836,228834,29314,186903,159002,266395,340087,332686,145934,153167
18123,25174,75828,219709,341616,261744,293365,188827,192944,109179,51124,128415
18124,25734,57133,302843,229700,193259,39452,271615,203582,307661,66325,209432
18125,25843,299381,339991,292900,284220,320321,257933,281810,80762,127668,188827
18126,26158,292900,350010,220040,132917,162278,262894,259296,9968,304426,127891
18127,26308,160125,284220,281810,25468,131940,21927,257933,111314,127891,292900
18128,26411,0,10,20,30,40,50,60,70,80,90
18129,26707,120708,292414,24404,98702,151314,16097,182032,257241,87594,240490
18130,26888,214178,202557,136785,12318,247676,164793,340347,80677,94112,117562
18131,27347,277450,20273,64092,112598,72385,217353,310981,264419,16097,327387
18132,27504,32792,177104,227368,292414,244633,278641,324101,79611,242255,14478
18133,27553,262894,277450,241699,13591,200825,332246,118646,26418,53965,183870
18134,27828,306220,198182,347361,341616,218268,32496,150811,183504,262894,160644
18135,27832,306220,198182,48128,351512,262894,14645,162278,104334,284220,62198
18136,27970,16097,240490,60458,278191,92386,122874,101308,148625,228122,24404
18137,28038,307231,218816,247365,113478,136851,145534,279643,136310,86564,154462
18138,28210,65103,71418,281810,76099,342758,274928,239363,7838,317609,274816
18139,28519,204064,343269,146355,322689,63247,65800,259344,251129,136695,206088
18140,28740,0,10,20,30,40,50,60,70,80,90
18141,28784,127891,111314,145100,262894,339559,293585,299813,68578,143197,324840
18142,29236,83078,7560,267491,263922,302374,14393,29650,18255,348165,122874
18143,29396,252837,76614,206980,343612,126247,307146,342732,314313,50011,346490
18144,29446,128763,216776,159252,266472,264426,203781,268011,300792,264691,325805
18145,29563,15130,72385,68365,241699,68578,64092,260766,264419,337635,135582
18146,29591,306220,262894,198182,320808,95963,284220,310950,150811,25468,68578
18147,29665,60458,150974,267135,292861,281051,106242,281954,283942,174636,141778
18148,29874,200810,227145,245875,215698,192028,342008,257933,319443,52691,111314
18149,29892,0,10,20,30,40,50,60,70,80,90
18150,29946,271615,66325,307661,203582,4487,71255,137582,112117,136310,238483
18151,30161,60458,40857,49821,281954,6859,153167,133470,150974,161358,205924
18152,30513,310412,150424,60458,75828,205924,147447,304883,133470,281954,269857
18153,30561,349168,72385,340347,162278,136785,92426,314012,256698,183971,66798
18154,63,348247,35059,313669,298268,337881,288148,261372,251234,200872,159454
18155,635,292900,262894,111314,127891,284220,162278,350010,278191,39904,187738
18156,885,227145,279953,9968,120108,231247,241218,132917,32156,200810,294115
18157,1638,1,11,31,41,51,61,71,81,91,111
18158,1724,0,10,20,30,40,50,60,70,80,90
18159,1898,350010,311238,292900,4487,86655,137983,346083,33214,102571,211825
18160,1960,204064,251129,28929,293076,220040,286701,50918,55676,290559,257196
18161,2512,306220,162278,15288,284220,198182,251129,351512,62198,187738,219659
18162,2587,76614,307146,122799,23297,350010,205206,149356,44634,274151,206980
18163,2850,111314,127891,48128,34786,265032,32156,325036,295304,200810,12742
18164,2853,259296,25816,340265,127987,245823,348165,122874,63743,17029,20876
18165,3193,55848,206980,122799,159454,20529,329311,162278,292628,23297,56275
18166,3417,16097,29011,72385,41444,68578,15288,206929,238234,54331,278191
18167,3598,288148,179377,363,150394,60828,70998,62198,215780,343184,219732
18168,4008,106242,283942,151314,24404,332686,45327,351512,15288,2822,72385
18169,4026,14393,29650,201984,60588,47318,63247,71529,217650,325428,63205
18170,4206,198182,278829,348165,152849,306220,351512,24404,48128,122874,17735
18171,4661,126015,302374,109124,35059,281414,127790,134215,135431,261947,24029
18172,4845,9968,262894,200810,25816,142402,34786,304426,120108,259296,39904
18173,5136,0,10,20,30,40,50,60,70,80,90
18174,5522,350010,292900,66325,203582,307661,271615,279953,259296,262894,4487
18175,5653,60458,150974,302224,273351,205924,296041,192879,251234,119125,335141
18176,5693,75828,78265,341616,109179,293365,66080,144006,155385,23379,82386
18177,5835,72385,42582,16097,232420,26877,29650,32211,278191,238234,229924
18178,5913,307179,183870,78588,121381,218816,127891,111314,62262,167069,36700
18179,6510,281051,259179,261160,106242,195289,15288,124373,179992,189095,142104
18180,6789,350010,292900,68838,284220,44440,14393,110701,296436,287628,259296
18181,6997,162278,17735,6167,306220,141268,282063,183504,259179,219659,342124
18182,7044,292900,220040,350010,284220,14393,164014,296436,302944,338934,314892
18183,7099,306423,244992,135897,110899,186903,327836,189095,73335,188664,100775
18184,7375,348165,247236,200810,216451,23721,301890,112876,101369,249337,64566
18185,7438,200810,245875,227145,268075,61889,319443,342008,68498,192028,291533
18186,7492,100775,332686,69465,141778,269722,236840,209275,306423,137062,89928
18187,7540,159682,238425,104040,342124,254923,188892,116883,308709,35833,115611
18188,7976,15130,14393,180388,83738,207450,333363,116683,85906,261744,278829
18189,8066,348165,322793,24029,217277,156936,336811,219426,220040,138595,10299
18190,8080,0,10,20,30,40,50,60,70,80,90
18191,8401,232751,326191,150811,219426,112876,306220,200810,56430,159105,287626
18192,8441,284220,5257,137983,252557,68578,105092,151792,148625,14393,9475
18193,8520,25816,305910,247236,301890,9968,120108,345690,127987,238771,259296
18194,8799,25816,122874,9968,104125,301890,259296,302070,348165,247236,14393
18195,8995,162278,87594,151314,15288,16097,120708,281051,187267,98702,17093
18196,9128,1,11,31,41,51,61,71,81,91,111
18197,9499,0,10,20,30,40,50,60,70,80,90
18198,9979,292900,350010,284220,220040,137983,162278,187738,159454,22233,252837
18199,9985,0,10,20,30,40,50,60,70,80,90
18200,10144,352092,81412,206044,35743,328979,122602,72385,268979,85925,133638
18201,10312,87937,45979,171235,212611,160501,1803,46609,252043,119440,157546
18202,11032,245875,60976,200810,112876,345894,321817,189533,312938,218154,100797
18203,11085,35059,67972,20789,259252,199629,266472,214462,29314,98702,61209
18204,11091,350010,259296,257933,292900,279953,287628,75047,34758,311238,252643
18205,11654,0,10,20,30,40,50,60,70,80,90
18206,11656,208882,200810,285891,314470,218154,311661,268186,336705,43128,205484
18207,11753,239363,109250,110899,283243,152849,254027,304426,306423,160638,307044
18208,12002,263292,144584,56406,287050,344799,63265,310981,179284,341497,217727
18209,12131,325036,304426,307044,307231,324840,247365,279643,196855,304068,212435
18210,12149,218816,111314,127891,278191,34786,95566,154462,299813,347676,302668
18211,12150,162278,141268,306220,262894,68578,284220,218268,95963,99696,198182
18212,12383,0,10,20,30,40,50,60,70,80,90
18213,12505,306220,104334,215159,181518,141268,262894,278829,196672,259368,290069
18214,12645,66814,254377,139796,256313,305125,133470,70290,145142,128415,48486
18215,12745,206929,290291,100561,24954,3220,325359,29011,136695,247822,68578
18216,13014,302374,29650,192470,137367,259344,209719,267491,14393,18255,83078
18217,13189,41501,311238,214462,87594,262894,66325,271615,203582,307661,226502
