,cluster_id,msno
13138,18,afkPQd2JEtS6sDEH1bbCMCyJyYtaBn2allNL3hV6IGg=
13139,10,afmITBj39MJx0jnqt2AV7kp8xUs4dFFNOiYvNBNZfA8=
13140,7,agHuPw2+ddMZ2miykVuCkAymol8F0c9AaVumu8YPns0=
13141,15,agOYdPObGFrLD+miR4HY75XA25kIQqLml3jPUtCM1H8=
13142,2,agxS5ih/ll2Kb4fqGnYN0ePtzJQ5NlV2G1zwAUzlT0U=
13143,9,ah0rGzXrQ6FcL1XNoG9/kmFWy3mh2qdyviPxGdylwQE=
13144,14,ah4lUZOWyJXJ3i0BG47/poYHp84rWh8Mj/IvtStKveI=
13145,15,ahSFJIJ4gsreOdC7PAOLyOO56JHBjoWr3nNGv1dUbiQ=
13146,14,ahrBeSfxtD2ITxtokq8cIroGmoDsnOLP86ebbwv4QhQ=
13147,7,aiCIaKnSg3dFSxCRwizrd1mL9b++vWYO1+dfHvKwXF4=
13148,2,aigDXvs/NhmngHPCsTCKyuN/6sNGiL2U/uM2Fc3dbys=
13149,19,ajDkVedhiaRU/1v6tuvMOYr660CeePcqYeJJ2yv2dkM=
13150,9,ajEBQZt7WU1zpLik6SckYHB/Gdn0z5CXlhorUWsMbVc=
13151,5,ajV22lcXecBsJOb9LFBQhW+QLQn9SuTiGXqdqI2zwvY=
13152,3,ajlizIyB3BZ+NDcUCin0TXuDFqcNuJmh3x3vNPeBN/c=
13153,7,akDTuBpXl6enntQAMLD2so0YEzUMf1ytIyGhWDnrw8o=
13154,2,akPQSERhxKkL0Jkc4ipyHFDmXmfflJNCCzQ01O1d1O8=
13155,6,akVhDpJX6hUemTkqsMR5ekuIeJrPmefZJPQmRyKhgWY=
13156,5,akW+xn32y3X+ZisQokWwV8+caojTEpm3E8lV8E3yuBk=
13157,3,akWAoCufAI+/ITdRugH0jthaBeOd6YHap2MgerTJOTU=
13158,3,akWzKsoNYC4Ot51x0FlP6yOS9CciAbMPQVQSAsVZYDA=
13159,4,akm/rB2d17iGfmfYpymB7B+VCVLFwbhlTAaLeb30Yec=
13160,10,akqQSmwDHDVMIPTHI4Petg203UNCZ/Rjk8XCwoKbEgk=
13161,7,aljEQHA7xSyPJhXgJTHKHt907xPO6oFNE4u+GwpyTNI=
13162,2,amLREckn+ZUUJYDz7l0Lc6Il3TD1F2Z1OH715eVsZUQ=
13163,5,amO5aI+iw8XgVKoMf3A7JZ/DZJKjZR8kXLxmGeQgFCE=
13164,2,amSLOMV1IB3Krngxv9zDLi0DeHzbiNcY+guxMZU++mI=
13165,2,ambpB6wgVX0jVzbdlnWNz6dr7NayQQ3bRVNgRQkWENI=
13166,2,amhgjeO5eHdBhJb75E4LhykyVYqEPwNZrcxXOAZwOdk=
13167,18,amlZVoLlOaKxBCKTyNLJP5OwKKNFxzq6Bfe9TNlMOLY=
13168,2,an162F8mrQKJgOoqw9j6e9LFwwx8hEqcp6e495mWfmg=
13169,17,anGkSmflouVeIvfJe5/gV8jNy3ItMVtX858cibL8CTQ=
13170,13,anIK5d9HlZZvR6R8wsRkSiXV1nYd81A//MgxmOIaCII=
13171,17,anVCL0MUbi1TauGWrJU/2hNSGK47fKrxVm9AeAE+Mic=
13172,7,ancmDze/m6PF09Gs2po57UkZPJPazVbS+9wYY925WNE=
13173,10,anodbi3PPiGgeUb3kpUDuOYBWu12XKpDwjf57L1PoVw=
13174,10,ao+jjfY0+Q5ghI14n5AwQQ5UtTjmfu5Gt7i4S63gJbg=
13175,15,ao3MrKDu/Ak2cPb3449L6Dl7LBNVmFYQaLGFFewQFNM=
13176,4,ao9MsMJfpWiI9wn3eVK8AN+YNWgmqM1QJbhVqUo/Phg=
13177,3,aoKisB/p/NJ9jjMCu7NLDSl1J9xisUSBmisMDYKtKUc=
13178,15,aoLBoZ3qyCwDWEdSmg19um/17IanBKc5Yn+A4VEPzg8=
13179,18,aokMl/vkGTOXhXTl/KRas+wfYXHHn5o9AgUzBIjjCII=
13180,10,aopdER9jUhPefnxZJKu8UUncgWMYRdIhRS+JhR4CNNY=
13181,10,aosJWJS8i592ePdK7IDTtrwXdhVSiiqOyJKFztb6Mgw=
13182,3,aosha/iSuXnvRDkBFeRBK2DZvGcIqNVKe9//RbqrrNU=
13183,3,apOKqPd3A6YenrlyK+O7UNTRhXcw+8F2q1knWWi/TOM=
13184,17,apYqbwZhnN1fuT5nSi+TBKLYIWLNnsoAsWD9fzzJ4Ew=
13185,7,apqJNK7ePqkBLT+FaHUBMnCNrDV2KaOv9mXZkGiK+cE=
13186,9,aq1Hqote+SpGoNxnDa9OdRhXeVq1rRpTA0tlh5z+V/k=
13187,1,aqD6ViqW5IKOUO7cUgmzD+lxEZHtSOANx/xIKBMehHc=
13188,15,aqL0FSK01gBOeB1MFJwPAIHdxlYlXF4m8Y5rpVrYYJg=
13189,17,aqPrHkk5YrMMbYzCaSbd8Yp7hEex/27FlPP/Ky0QkmY=
13190,18,aqSMbOzL9mr04dh4ULjU+vcDlGCL4Xjl4jsjM20r9J8=
13191,17,aqW4fN7RzbEEUcs0CREfHaAbja5dp9qUVBy/8/Yiwu8=
13192,3,aqf4mSq1l4kKerSz4DoaO8GntDK3/5cAr5kh0qk6C0A=
13193,2,aqgPfb/JpAzOvUYbcCoCkvsk6pq/Tp1BlGxpWvZCUlY=
13194,2,aqkW0MuLO6271h8NAYEsK7zxGm9LGQbdqFBsPzIVPwA=
13195,9,aqrRLbWmm6PGND/ryX0WL2QfGbGws6OglMTvBoK3e+4=
13196,2,aqy/c1mRSzFsDkqXVESaM7KaUZhDffXw5EZ/AQfE8a0=
13197,14,ar4LducJhpR0aGRCuzxLpP59G7i0Xk3Fwzvl8G9aN18=
13198,5,arOnvAxIYJLV5u1UbLo4v/Af5sYWtyqDFVDnQFYFjyI=
13199,2,arPb6kCkZ2aOS3aPymDtAcWbwwDkOSQW2J8l+e86aSY=
13200,5,ari4xHi47TlFJccfnJZYse9+xTbkSX6wF9XD/eRfnTk=
13201,5,arlJdpc926iIVdh1aT+lkt8uM//WVxecen2a11zBj7Y=
13202,3,arow4b83SWraNXbyWT/WpfLQnvQCe415yANyseNmSVU=
13203,3,artspeq6bmDHQJeMlY6UlT1quQXBVPK8xeaT/oQuQ90=
13204,17,as+IGmm2HFUiZkQyVv0WoJMUp+7FYrl5NC9fCmB//q0=
13205,11,as04tVeKZZZSZjH4rdp948eMqgu8WLDGjwhoRIGF3aI=
13206,3,as5Gn59rdpx8Vy5Rm1vsgzpAs/SZuPaNjBiWjjPbLHQ=
13207,19,asIlR6a8647KOu9sd/EeTQ9IM1lvEHDw7NicdoWo1HA=
13208,7,asSpL/ZPpfgIbMakPxocUfdNemuRcCn8N8kl3tWtjU0=
13209,15,asiRFkuBuPyUKPGB4v+iw5BCwFtRN2paj1tzvNGjF3c=
13210,2,asp4da9+OuEmLl7cLIis+3PQC0LE6jiFpveP/rOudRA=
13211,0,atFTeuMitJnD7myjjoGd2CJbN/nB5mT+5DyICkEo12k=
13212,17,atWOYmnG/Kcv5fN8LpMrNXNFQxOQZCG9J+kzTmYROS8=
13213,14,atafc9ZVEN/KfaA2Kr66MVkAb4Hjgy1k5DGuhNhXhlY=
13214,15,atcpQ89aJKnUTT7ThBjhXdMlDOu1+BbRjVT7+JAWBwE=
13215,7,atrz/2Sb30O1abI6KicyvN+JlRpUMvNu5KhvddbDzqY=
13216,5,auHWfklRj9d2ribcOQpo6w9AxixrvNHQlPtLQnf8igc=
13217,4,auaVomNsGYuIsHHVGw39g/4Vya++YClpoOZ0wpETq00=
13218,15,aufeNaqlXRyxUfLT3kuT15oSHXSJpReN76CgK9fmsco=
13219,2,aumLSGmPbHb2NUuGKp57BXjDWQ4sFVfj3+lFi9SXwVQ=
13220,13,auqrVkLr7u9wSbi5DXntlq4nUSTFGfOA0LsOPcI82CQ=
13221,3,auwMNP5NweJ3VfNFPvWhqD0yVCL+QVLDnzUaS3CVeLk=
13222,3,auzYzyIreqIBEM5flqLoXx6QcRJ5hjL0Y6COmHhnROk=
13223,5,avqoqVv2j4j/VT+l5SzZsWcDouHotHQ7+GYctfDlWu8=
13224,3,aw0F3odb6ETJ5LtklT7Ag2b9HiCdidrRVkN7bbJLx3I=
13225,9,aw9XQaxzYEzy+M0XFjF+TtAM0w/+XdPu0SdkaTeBWPI=
13226,3,awATl3/TF8ROjdQ9jjIufBGU/KLrMl/fWLuBxRvaTyY=
13227,10,awGsbvvDn+ZUSbK4Jtu6EfnSGU0nN/laCdOpmT2Uqnc=
13228,3,awPHBcVbYDSZDnd6+9rNhWMJdb+xUmLK1KZb2LB/D2A=
13229,5,awRUhQIBoAjbCACIt2urMTH0FiCpYeO8n/iL18cyk3c=
13230,17,awt7U9t7qx8wg8rd5LSWDcrJli+TaQxWbCL+vLQryaI=
13231,17,ax/mJCOc/QciEkcHllALkUBwKbyws/LiodPia0VklJY=
13232,5,axrCnNgqfubODAGSx81s+NDzyIblKuy+qW050lA7Df4=
13233,5,axzWxoYO/8lfr4OpLUAYeuy4Bljl/iLTQoxC/pTYO7c=
13234,13,ayEqV8HOdzVN/4lPID4vSMhhKQSQhvs08Y6uEqcbGTk=
13235,3,ayGkI9QlI8Zxc4fK9f3q1K8HaaazquMjJDgIcvO3ldw=
13236,10,ayPyBCFvCkFAMubT81AELzXurmzet1FCDafr5If0irI=
13237,1,aybnfXVpLu3GFrZ0/dBqCPbRCJVFgPmFwJHcqeNognk=
13238,10,aywA4hLp6NC7HHdvweFXJyPguoHkmAsY3Mp6NVIwYKI=
13239,18,az8xl4EhqJ8Zic1cTeJ1xnx2x9wIaQ5/e9HzjCxwbjA=
13240,20,azF1CEgpKEJJ8Anx9oKQF/MDf6deMOH1xXypkecYqAI=
13241,7,azHsVVZxVLquqZ6MesE+OyHnuxHHQTdr5qZcWyFOYHM=
13242,5,azyoXkWb9rcU+n4bx96h2RQpV5FBWHyE78/znZ5GYGU=
13243,15,azz6EDnzmoUMbmsHjT5rvwDHZcDLf/VoHDl66Q4UTI0=
13244,7,b+3J6gzJSV5o68MqDqxfEuBR9QSw2pkh85XQFOMhbDA=
13245,17,b+jz56PH72mn6LlkrLMZRYe+CWFrsGrTOCcK86mob3E=
13246,18,b+wAVt5fI0FOUUmCKhJWPkVNSNrbyi8uflzLZpW7Aok=
13247,9,b+zlHeMVMrhQObGieK6wDNRuoe8heCGVYD74kejsxyk=
13248,4,b/+drOMvawSmcue+KvBfxdajMfITmoPLxeoaKkl2qn0=
13249,2,b/0jCVNNNN5GybzfMryxekGCrJt6MMlxykjx3dqMcIA=
13250,18,b/1HY2ZVKNBFlICFIaTowf3HqnvLFJ/s6rXKllLMtmU=
13251,10,b000WEH0lanyWZJNK3pRHwx+KnK/ApCG9eNr9aNCUGY=
13252,10,b05j6HxXxlzS34AswYk0wQfegWp5VVVzw1xChK4F72c=
13253,14,b0Bve5fGirNmKrr6Ez/F+KtC7obJIlWXqcVucQ9sYVw=
13254,19,b0NRg0Tv4ykzDqEKEQIsAvE3xS02MLv2MFTDI+EhhMM=
13255,7,b0gVvtHg1+IwRrl5p86HNrtiwaceGG7/2SDd/1y9cXM=
13256,18,b148NgpV47byVvQ0RIHd5FdmZ8KAwJc4Q6QjOv+qjVU=
13257,9,b19pCHL6w1vxZ1ZyJyjUGj+NlKMwJXBKe6XHH92l2s4=
13258,10,b1Bjlj7wCcmhgBWbzPYoK2CcsKlj0sZwknTNhrFkKJQ=
13259,15,b2EXZmMAJg5tW55k6UgU9icrG0pwqWIm606ZH/31dtM=
13260,2,b2LebD2HIuBkxnLL5orANlFDsrJb0+K6TTCHNnvfjWc=
13261,12,b2PnSN+FBQiYvHzrV+2lg9R40Fl41QVd6BR/kOwsPhU=
13262,3,b2ZCfKh/sUplFFzEWDZ/1M7MedNCW49LfRheQ+fc0wY=
13263,3,b2gN1yxIt1NOK1PEZLYVlqJFJV0hSjAcSnyihuS3HwU=
13264,3,b2sH2FEdfr+2iyi3FlbQ3aMQwSmx/Mu0QLQHy7PinLA=
13265,2,b3AFsWFJV1J7lCqcnED67If4JbTIkA21tXhLnd5ID0s=
13266,17,b3K9Gnr3B1rrDo2icUtkrC6BpsL7kRMxpJJOMTarh6U=
13267,18,b3Wgy8DTTMSLOk0r8w+zIa+A1RY6HByH0kExgsQqMiw=
13268,3,b3eIDw3n3nx8exU8YyOhOZqnk88TbSvOxV+yrULh8ig=
13269,5,b3p/4dvYfnZbZlhlf6L1z5Izpwya/7LwIj4I1WbN6zk=
13270,18,b43T6rHhgNjlUyHyemlrIqHiid+WjGzC0k7+RlB1wsQ=
13271,5,b4ApVHTu/f/mwM1ZGV+LpaOj5GcvMvyDKA1eU1LjUa0=
13272,3,b4Rvr6dl4GvaJL3117Insw64YOf8lsSbEbyqdREnuqc=
13273,18,b4TPIgHRMd5jJCl0sQ5vDmcbAum/G3/CNPixSHUB9cA=
13274,17,b4YnLix1U9JuH09mwNtaPs2aTkvanfxPZ4DTf23CsLA=
13275,3,b4ioSr7PCjSNL1HNyzfSEoW9WT6PLGIrpUcg8wGdE9Q=
13276,5,b4oZz4qO9ko78G0rjThe64cXAVgShj9GcV995VscXGg=
13277,18,b4ouoDWIQkJEJIrwTByVHYCXoBI+YaCNPCjuQGwsH1w=
13278,7,b5VuDWFXiJaGbqLT7l9tmWRMhAXycKkcPajfe1v4zlk=
13279,3,b5XWI+EhZTCGoQ6YK/SLu3tmCnKh8Z7wBK6Gztm49uA=
13280,2,b5iYA+a4AeeIAev9P3W064oGaZOhM79wBIVuh42vzF0=
13281,3,b5uFjhELxUui/LlXPzFdmpvJCN9vlpgsTUTiIw+49oE=
13282,14,b5xOqLzFV7qhti0bWXoNRm7/WQzFYS5lOshPlyhNaL0=
13283,18,b6BxeKTOnavcJjrjP5AB06we3caSAC1nQr6zEaCRUUk=
13284,2,b6P3MCe7e11XHONfC9hKbe+tPTRObdLbhmBysyKp4ns=
13285,9,b6e8+YMdIHHnZXApPfZ1SyZNERFOP2G1Evj5n8x/MJE=
13286,15,b6fSh7TDSX/21r5Q1iicZVxOjz9qOVCIGlKLJ/Dz/kA=
13287,5,b6psT1vYDiBfEumsU3/YiRetxV6a0tbvvll9LJCXiRY=
13288,15,b7A/bEuEqX5//alDp+j7Nyx+UimjTu7aSzUmq1Fh/l0=
13289,13,b7HWt3COmTS83tITID8ljFHwIQryqt1wFWgO1tcjHSw=
13290,18,b7WcX9vM1AEOR8sgto8h37ogLGDCcYQQDzRafzYHLnM=
13291,2,b7aGBcuXar0/qLh+moX+AfxKDNhl/e8I6XRyVp6l/rM=
13292,15,b7iCmh5vOrgMo0GBqT8itUnDAKAMXWjU9BEKZWTJotg=
13293,7,b7nVqEdCOYCcNktVayzSbTxkn6y5aiHm1MMPO7XfSqM=
13294,7,b7pWaRxFkw3RLDiyPL87VNJAuC6cXzwuJCZ33ihdqs4=
13295,17,b84idMd8pRwxQoMKbIPkqiQ8ANpZceYm3UnvMeax9vA=
13296,3,b8EDbo2i1C+wG1gvizV6AbftJ3S+Q7nSiDHk2bOa2EU=
13297,2,b8JIUAj4IJom2HkK4IeKDKY0xfIWrX/eDjlJj7LE8u8=
13298,5,b8QWcEMCfDVS7UF0gGG4e5s8ASgRvFg++5XNPTX/l0I=
13299,2,b8RzNdB4siB+fJ+KJoVbwvuCZBDblLa/losx10vQFVQ=
13300,2,b8VLP4vetYe1eGh80WOV5Edp2c2vwp40nXBL5/BYa8E=
13301,17,b8iSHdhWBLU9r9FdqclRisnw9AFXAO67CDjFTppENsI=
13302,2,b8omZCJI+C+TR/cSYTUo1oXpWw2oenSQooQcowey0Lg=
13303,5,b98KgpX1+xrqXv5mY4IDufzB+D2zo9IFsoxThKBVGCw=
13304,15,b9sbt+JTtvbpM31XUuaxbTH0AJTtW4uPeAUTeF091eo=
13305,11,bA2m/XPUtYDVjqjP9QIpY4YJ+Lbcx+4xcxb390JU+uI=
13306,15,bAi42s/ENGo+rIIMjQlaFlcJ163piPdkFkeY8AED7Cc=
13307,15,bBV7gktpQRBLcbluDKfpvQnGLzvdXaIFL1WsoVfe2eQ=
13308,17,bBq8WWCvcxIpD6GRkG8JAEqd29OjcecNc1to71kRWvM=
13309,11,bC3n18yno7LZ9KS/ncRICc5ZktPrQGYlxARKm1TmXrw=
13310,2,bCA4FdzHH/yrsRj+s6QNcHXSeaFQKrTSI8EOi/Lbefc=
13311,3,bCEVIRyfotwjhNJS3vMtV/kv9TBfGkH+7We0/rSHcFo=
13312,9,bCOlDIdyBs3vnXXKvMJf56VGrrGRwSr6YkaPEw4G0p0=
13313,17,bCPxx2EF4ZjbomMz6kRWooNkpPeSn1XL93OxaU5enm8=
13314,3,bCTuloWTH5j24J3GhwgXXaA+BXd5Q0qMbi7zSImYJpc=
13315,3,bD06tV4tzZsS/2wqqDIOt8zmoAQ7IV+VJc8UGPxQTJ4=
13316,5,bD5yjsFvU2qFp7a3Klf9DV6iHkSVwCOB/ppxRdTefaU=
13317,5,bDJOHlpbvV3onKa104EH/sXyqq/ueBhTclhGZvdI0u4=
13318,5,bDP2eWBkUX5yu5g/ncrSior5IwRK9ioFal6XCUpYgkc=
13319,7,bDgr1G15ndTcE1mDkSHXjVm5XsDjG8teDn6qCOTUceM=
13320,16,bDrEnzV88FCi8ybecq8J7cRGWendoV6XO9VCXQU2Dgk=
13321,3,bDsM1oXivLBeo+YMeN59/r/dx7Vog+vmWqjb6yYTJ+o=
13322,2,bDuJnJs/uDIgPxarMybDXjeEjjfFHBmnxx8tke7wmiY=
13323,7,bE44X96cK4etQdH51Inl19kblJvd3wFHBTfNVzEHA/Y=
13324,10,bEHuYOYM6hFdJSS1mrvoTi+F0fD+0UBqJZQsRrh0HL8=
13325,3,bEJvXhD1XWK8qi0Lhydk9nt30hOTCkxG0a70s9ZeCEk=
13326,5,bEV+fu0I4UJ51TFdt02SQlHJyiEt8kYeSKIsipu3tu8=
13327,2,bEWxdgSzIsvyYUwnENwEoseWFfNHMxLFm1vTric1QBY=
13328,14,bEgrhpP9rTmAuxpFMBMyPhsGhwEDxDuwURtN/q4gacU=
13329,11,bFDNYDNg66aWkrIZrUt5Pdny98hzcDkYCFZVfb8eRJU=
13330,3,bFbcmo4sSznnncvV6EJxRc+CbGesqeaWQEaMEkLJw7M=
13331,18,bFzRTQugBdwdZA2GCRWp5dpoPOSJW+xXUpWSf8+u33w=
13332,18,bGDnWWwW2DhN2zz3vdMVwvlKDVGpZu4QS4I0VIgmlcU=
13333,17,bGzbx5P7SziiD0+O3Xq+laa9avjS5oH5NP+h53OzR6E=
13334,5,bHDGBXbDIPS8HfDF1omzV3eyFikM6JTHCR9WLySAI7Q=
13335,13,bHKjh0a+VoXwjPy1uJDwtcq4uYUMviSpwy0P6AmkXr0=
13336,2,bHPt2qcoK6wHk/tE2KEKlvLnpr0C7bM/iIydQk2FABA=
13337,10,bHSflh01E0uFul5xCaY4zBf8OTp2eAHQAJAiDK4vbgY=
13338,3,bHUWdmmj5g/sTYNqnGUE+gnGfuA2vWfOWqRylBwOXZE=
13339,18,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=
13340,19,bHjsQKUV9DXCai0GCjI2KI6+OiguYHwyQLB2dbt/+50=
13341,18,bHzhxWo1EfA3roG5aVbfE5qtfvfyYiFHDsh2hQsSnEU=
13342,2,bI+VAwGIspXTW3U0LmwHqjnNlQpNdXfQszLsBwBiQ5I=
13343,5,bI7yTCpwQ9GbWSiDPqOKElo4f/ASlwypIzS8Yos1M84=
13344,2,bIAQWsZ/z72FWbc6G8RdvG8kk9mg4A3M2maBGC9Qktw=
13345,5,bIAx0XsFcmkAEFtfvVu1lxywiAigZEsmjhFPmzWZ78U=
13346,3,bIKjHIJBe8R2uksfCDmtU3NufSPvYzytAAZWgl2dghQ=
13347,2,bIfXGWZqzUFfkXQatTzMcj83CDNR8sWOo7TO0C92G3s=
13348,18,bIk7tyRBrGreFORvFciaDJcHGZZ1SexkR76UoIFQRHY=
13349,7,bIv6KlQ7Txy5LZW7ows1WtkEhQEKjJVAqwn6Zdr/Na0=
13350,17,bJ1a/UQxdrNsUSM5ggKadb5XIjhoNEGwcnxgoZefr2I=
13351,10,bJpQbitKkMDHHPVWP+x0euyrqZizYhK3g5VxkQoNlJU=
13352,7,bJwnoV6FcJRdsYbuDaKWB+l23sUASCmzl04ZZ9iIQs8=
13353,18,bKZykNtjKnk9/WHqosiuAx8++3hkc57RNFtWyJ4WwI0=
13354,17,bKasa7rokBKQ/SyxKIzFPF1jY2I7+h8POkLzIGHyBIo=
13355,3,bKbCPcVyBc3fZR9WOJfeWKSJ1ihyR99IeQJTmt4cNQQ=
13356,7,bKcfnFadtHlBRKKS2mk2He4Uj7SKtpDrwzxN9pRlEdw=
13357,10,bLIUfL8EcBjIVJa+vLw+JMJBVnzzRbq5z4U6exW01Zw=
13358,18,bLIkLstq3txSJ/1MOppymHvrE796HHHO1YDGzwrqArY=
13359,15,bLNi6mYsXsCM/6tUjB64YVPzLojlC+xiTe+JDlzRvIE=
13360,15,bLVaO+b2L8sEN/rDr7pAXDPjyrUiu3qf8zKx81wR1/Y=
13361,15,bLlT7DGb5PN5OZdfn40z409lhLz8+KjBLZ//djyfn9U=
13362,2,bLowfqOnwdbqmjvVLceh4Jso11jRckCWu1zt4phL6Ec=
13363,2,bLvpKM+pDVs5ZPJHH8mhNhg06f6cBGer4soYUeZoZ9A=
13364,6,bLxtraBXpABnpdoXYjf74n2wP0ZefvuN1DFph0uhbSo=
13365,5,bM3UG9CRRq+N5ndRToOcRJL6bTfQ3tzWTBV0a9x7maM=
13366,14,bM4dsvH5shLugNb/ogBYdTNZTc/i84q10OkHY4PdI6g=
13367,5,bMEdk6zS5BLb5VNXOabP7RZOB4vTd20fFcAJSqiR3UA=
13368,19,bMWDq0pYoqK3bgrFglRvcdQIvcXVFaLEsK3NqUnKEnw=
13369,5,bMgrgMe1ZrALcf90b7ZcDfiJEiQu+XFGlNY/tuHq04Y=
13370,2,bMv7jGjBPLqLQG6gHwiZANBtnsdGH4sNjMNZCkvSerU=
13371,10,bN+qM/iGZufQMFNjHTosR1SekFJozVMxTZfA1xezRoA=
13372,17,bN50CslncvfYVc/XLwJn6SlXhig46sAPN5RtkubBAEY=
13373,17,bNAPkgjTTX6cqEB4pAVTy7wGWHYaw58/4C1bfOVZq0Y=
13374,2,bNUvSFAheU6kovJdDHCwlv8qQN0CAlBnhfkRhPU45ak=
13375,5,bNZHSAKeNuNiTGq1x4qW4bXH2+YtOyI+ZcS3++hBNeA=
13376,3,bNxQiPMgY4vkUOIZXF+2x6vUtLaO5nrmIYkjcZTc3BQ=
13377,2,bNzZmcN9lSewzkO7wMTi0O45qyhS/dwgtdnxEVgG7AA=
13378,20,bOA0edn9Gwh9s/JPZtpGtCb4DgMRrF43Bd534D5ohr4=
13379,7,bONwlAAAMFoNC4uZdPMg+BwlAoHpHVHHA9nCZmu4P+g=
13380,5,bOP4Ser9JvceMOFy9QSbiN+NBSJGyzpPzyzgh1SLCuo=
13381,10,bOkyoaJonOElR6RSS/+tnSLbCI3ZumEUizLwGgkXp6g=
13382,9,bOlRN0HwE1DzL74n2hbut219SnEwMpeQSV0zyMSTx/I=
13383,3,bP/aMiF/DxxkPgaau3Bv3TImSwt77oHDsachYYAK4WI=
13384,18,bPAXSAeVBg1PqzaCYcu1Nb0sw/Bv0UiYw7ydLC0A+qY=
13385,5,bPQGH8qM7YKy69nKnXGW8TTG7fCM7P7wImAoiPg9+rQ=
13386,7,bPgb+0qvYNUFz1RIS75vM4meLJaqecsf6bZja8PHFso=
13387,7,bQBAXZrPimJkl6T5broa/4kbBmb5sr9cDG7d6Xf9QNk=
13388,0,bQF1yDyEaA1uCdoUNyTWvUJCUxGQDXjJRx97q794XqA=
13389,14,bQINltck7CRqLFGIq1sH1U2yzuEC/OWZmZtK1o+IMoY=
13390,2,bQgDjpuAhjS+iNkdVkwJMbVwKXM19AtjcMl4TxbvAxI=
13391,13,bQoKGKkRny6lkJQbKiOXjBDYsMi3HuzH0YwEN8WfgW8=
13392,15,bQrARHQNZFAYH9J2XicyelQg7jSNJvMYJb5o5vFKimY=
13393,3,bRfXjelXqZObKbln6qfZNuTuTQ7zLG6wJyI0NmdStaw=
13394,3,bRhIt1gWorfREUa+9KJxO9Sg0TUQ5q/XJ2NHIA969Q0=
13395,15,bRzh3tTj8O75vb70ZWcz8CYUrqrP0jlgr8vPYen/HlU=
13396,2,bS2xvgU22R1tZWst/+mxyIinaA6DuJXlHa7oyLXPHbs=
13397,18,bSAi+nXENksra0yzrhhrbo8Wl36rF0jhEpAING63aXw=
13398,2,bSTm7eBz4gwt2p/1EC6jNkcI1j9Qdc7cqH0PqGO1TdA=
13399,14,bSg871x1PdYYBbHqDedPRiD2ve2fq5kAjLqo1xIL9LQ=
13400,3,bSkFBzBGqVT6OSnrNd7rK5NFDQE/IJjlNUeD6S7Wvhw=
13401,3,bSmZvTvzj9nNdpdl2i7ZP0CHx9M4N26Q2M6Hz35XUQU=
13402,2,bSyfPOTvApVQmsp3j0s8BE0DnsNcs4uEZeEn7bGfO4I=
13403,5,bT0Q7vVfsPeyq5mESDTHRRbFyXttS0z6qPJlh6iGZKw=
13404,3,bTMXe15iC5ER6a6nlC+CFHcOadRd0SiCrWvoevb5qWo=
13405,2,bTPKbWsgTtu0O1VG5I5+cw4/SGDl/aCTKkkzT5gYjZA=
13406,15,bTQv/65XhLWO+MVzoKXT+1Qb3HXNVCDhAHZUIU3pg7Q=
13407,9,bTcuZJqQMUvHljTuVOpUuGCgp3wCOOJCvenDFYuboR0=
13408,18,bTsr0wDbf8qx8tFO8e9+Doj/DE/az72GPczwmt9Uwcs=
13409,9,bU/CP8I/QQJwkaFHspxYv4F8yWbmrbL1IPsiwy9Yu0I=
13410,12,bU6CTupRA/Tbqrdcy9PMLt5YLz41NWEF9gYdhXb0lMY=
13411,3,bU6vm2vfvimhj7AGt1bncddGuCtrL4CCa1hm1vw8EWs=
13412,3,bUDkXaTslTw8mnH98Fs1dClHW0vz01163/gVNPM/33U=
13413,14,bUK8/uyrVpg/DdZ8j4FRWT2LDsqG4VT5K7aVg6rnVGQ=
13414,18,bUUaRpZqiKYX44lcpCSMX0PvY7JBD4VXMNPzlcHovPA=
13415,9,bUlE/oXlOdY7MdeKzg99OaTU5AiRc+4w2+19no4cmNU=
13416,18,bVRxu/0u+QNEurk0v8zgj4p4/iif5D624khkOIUKfdk=
13417,1,bVmW0wp0/yKJtygZGto3x6ki49BUpNpXqqZyZfkAdp4=
13418,13,bVx1N9O4R/MCDIHJBazpngVQPMWPzNipoo4H/i+5Ym4=
13419,3,bVzFSFVf+lKOBZqmX/1UdMrcDetTtASSw5cfT1JPf3U=
13420,7,bWBiN7g68S6I0lCrR2xmKtqiWA6Ih/zT0FUOhYWJ/fc=
13421,9,bWfm2SFHwXgF12qJx51Fj6bVJxZuFJ11nF1juNic4Lo=
13422,7,bX+O8gn1fEc7sOXN/4CLqfGoOmt+jtVo0M5BCxqdBRk=
13423,2,bX56K2hwfwh6pXaWilyyCgITw53TwXcaPWFKi6ColzE=
13424,7,bX5qFkJ9PZXTRKZlR6p/0dyyKd7b0rHj8rmJoRGSr10=
13425,19,bXMoWzaneqwtfQKssNNiqj4gYO4WfEH576n1hI2Ptls=
13426,13,bXSd4J8rrsB7c2yxMvsDQwTg45RCvZGa5lhQKznadoY=
13427,13,bXXnPKB2nG5DGR7WqoeneWAOSW1wRFo2r49xe/aALBU=
13428,3,bXjgd1Ms19ZSc+OZBwYnZ7u/JMxr168siRe2QivKaMM=
13429,3,bXwFo66yK++4lOZ2qZb45qwDWmfhLc6bfAtd4L3283I=
